Year,Judgment Number,Court,Case Name,Case Number 1,Case Number 2,Case Number 3,Judgment Date,MNC,Judge1,Judge2,Judge3,Filename.rtf
1999,21,supreme court,Freyja (Mbabane) (Pty) Ltd v Viva Inc. (Pty) Ltd,22/1999,,,3 December 1999,[1999] SZSC 21,"Browde, JA","Van Den Heever, JA","Shearer, JA",SZAC_22_1998.rtf
1999,22,supreme court,Khulu v Rex,13/1998,,,3 December 1999,[1999] SZSC 22,"Leon, JP","Steyn, JA","Tebbutt, JA",SZAC_13_1998.rtf
1999,23,supreme court,Mawelela v Mb Association of Money Lenders and Another,43/1999,,,3 December 1999,[1999] SZSC 23,"Leon, JP","Steyn, JA","Tebbutt, JA",SZAC_43_1999.rtf
1999,24,supreme court,Maziya v Rex,23/1999,,,3 December 1999,[1999] SZSC 24,"Leon, JP","Steyn, JA","Tebbutt, JA",SZAC_23_1999.rtf
1999,25,supreme court,Mdziniso v Attorney General,32/1999,,,3 December 1999,[1999] SZSC 25,"Browde, JA","Van Den Heever, JA","Shearer, JA",SZAC_32_1999.rtf
1999,26,supreme court,Standard Bank (SWD) Ltd v Budget Spares,30/1999,,,3 December 1999,[1999] SZSC 26,"Leon, JP","Steyn, JA","Tebbutt, JA",SZAC_30_1999.rtf
1999,27,supreme court,Swazi Plastic Industries Ltd v Fourie and Others,29/1999,,,3 December 1999,[1999] SZSC 27,"Browde, JA","Van Den Heever, JA","Shearer, JA",SZAC_29_1999.rtf
2000,1,supreme court, Motsa v Rex,36/00,,,1 January 2000,[2000] SZSC 1,Browde JA,Steyn JA,Beck JA,SZCA_36_2000.rtf
2000,2,supreme court, Ndlovu v Rex,14/00,,,1 January 2000,[2000] SZSC 2,Browde JA,Steyn JA,Beck JA,SZCA_14_2000.rtf
2000,3,supreme court,Jones General Supplies v Mozambique Hotel and Restaurant (Pty)Ltd,29/00,,,1 January 2000,[2000] SZSC 3,Shearer JA,Browde Ja,Heever JA,SZCA_29_2000.rtf
2000,4,supreme court,Mkhabela v Rex,15/00,,,1 January 2000,[2000] SZSC 4,Browde JA,Steyn JA,Beck JA,SZCA_15_2000.rtf
2000,5,supreme court,Swaziland Manufacturing and Allied Workers Union v Swaziland Bottling Company,20/00,,,1 January 2000,[2000] SZSC 5,Browde JA,Steyn JA,Beck JA,SZCA_20_2000.rtf
2000,6,supreme court,D.Z.Civils and Building (Pty)Ltd and Another v Standard Bank of Swaziland Ltd,56/99,,,31 May 2000,[2000] SZSC 6,Heever JA ,Leon JA,Beck JA,SZCA_56_1999.rtf
2000,7,supreme court,Chief Mdvuba Magagula v Chief Madzanga Ndwandwe and Others,34/00,,,14 June 2000,[2000] SZSC 7,Leon JP,Steyn JA,Beck JA,SZCA_34_2000.rtf
2000,8,supreme court, Dlamini v Government of Swaziland,18/00,,,12 December 2000,[2000] SZSC 8,Browde JA,Steyn JA,Beck JA,SZCA_18_2000.rtf
2000,9,supreme court, Dlamini v Principal Secretary in the Ministry and Another,12/00,,,12 December 2000,[2000] SZSC 9,Browde JA,Steyn JA,Beck JA,SZCA_12_2000.rtf
2000,10,supreme court, Fakudze v Rex,9/00,,,12 December 2000,[2000] SZSC 10,Leon JP,Shearer JA,Tebbutt JA,SZCA_9_2000.rtf
2000,11,supreme court, Masuku  v Meridien Recoveries (Pty) Ltd,24/00,,,12 December 2000,[2000] SZSC 11,Browde JA,Steyn JA,Beck JA,SZCA_24_2000.rtf
2000,12,supreme court, Mkhatswa v Rex,23/00,,,12 December 2000,[2000] SZSC 12,Steyn JA,Browde Ja,Beck JA,SZCA_23_2000.rtf
2000,13,supreme court, Ndwandwe v Rex,13/00,,,12 December 2000,[2000] SZSC 13,Browde JA,Steyn JA,Beck JA,SZCA_13_2000.rtf
2000,14,supreme court, Simelane and Others v Rex,8/00,,,12 December 2000,[2000] SZSC 14,Leon JP,Tebbutt JA,Shearer JA,SZCA_8_2000.rtf
2000,15,supreme court,Government of Swaziland and Another v Atlas Invectments (Pty) Ltd,11/00,,,12 December 2000,[2000] SZSC 15,Browde JA,Steyn JA,Beck JA,SZCA_11_2000.rtf
2000,16,supreme court,Principal Secretary Ministry of Agriculture and Another v  Lukhele,3/00,,,12 December 2000,[2000] SZSC 16,Browde JA,Steyn JA,Beck JA,SZCA_3_2000.rtf
2000,17,supreme court,Secretary to Cabinet and Others v Zwane,2/00,,,12 December 2000,[2000] SZSC 17,Steyn JA,Browde Ja,Beck JA,SZCA_2_2000.rtf
2000,18,supreme court, Magongo v King,2472/99,,,13 December 2000,[2000] SZSC 18,Leon JP,Tebbutt JA,Shearer JA,SZCA_2472_1999.rtf
2000,19,supreme court, Mazibuko and Others v Rex,27/00,,,13 December 2000,[2000] SZSC 19,Browde JA,Steyn JA,Beck JA,SZHC_27_2000.rtf
2000,20,supreme court, Mkhwanazi v  Maseko and Others,35/00,,,13 December 2000,[2000] SZSC 20,Leon JP,Tebbutt JA,Shearer JA,SZCA_35_2000.rtf
2000,21,supreme court, Motsa v King,25/00,,,13 December 2000,[2000] SZSC 21,Leon JP,Steyn JA,Beck JA,SZCA_25_2000.rtf
2000,22,supreme court,Chief Mtfuso (Formerly known as Nkenke Dlamini) and Others v Swaziland Government,40/00,,,13 December 2000,[2000] SZSC 22,Browde JA,Steyn JA,Beck JA,SZCA_40_2000.rtf
2000,23,supreme court,Memory Matiwane v Central Bank of Swaziland ,No case no,,,13 December 2000,[2000] SZSC 23,Browde JA,Steyn JA,Beck JA,SZCA20000803.rtf
2000,24,supreme court,Msibi v King,26/00,,,13 December 2000,[2000] SZSC 24,Browde JA,Steyn JA,Beck JA,SZCA_26_2000.rtf
2000,25,supreme court,Shiselweni Investments (Pty) Ltd v Swaziland Development and Savings Bank,50/99,,,13 December 2000,[2000] SZSC 25,Leon JP,Tebbutt JA,Shearer JA,SZHC_50_1999.rtf
2000,26,supreme court,VIF Limited v  Mathungwa and Others,31/00,,,13 December 2000,[2000] SZSC 26,Tebbutt JA,Shearer JA,Sapire JA,SZCA_31_2000.rtf
2000,27,supreme court,VIF Limited v Vuvulane Irrigation Farmers Association (Public) Company and Another,30/00,,,13 December 2000,[2000] SZSC 27,Tebbutt JA,Shearer JA,Sapire JA,SZCA_30_2000.rtf
2000,28,supreme court, Mathabela v Rex,No case no,,,18 December 2000,[2000] SZSC 28,Browde JA,Steyn JA,Beck JA,SZCA_19950107.rtf
2002,1,supreme court,Dlamini and Others v Rex,1/2002,,,1 January 2002,[2002] SZSC 1,Leon JP,Tebbutt JA,Beck JA,SZAC_1_2002.rtf
2002,2,supreme court,Gwebu and Anotehr v Rex,19/2002,20/2002,,1 January 2002,[2002] SZSC 2,Leon JP,Browde JA,Beck JA,SZAC_19_20_2002.rtf
2002,3,supreme court,Mcintype and Others v King,14/00,,,1 January 2002,[2002] SZSC 3,Leon JP,Steyn JA,Tebbutt JA,SZAC_14_2000.rtf
2002,4,supreme court,Moratele and Another v Rex,11/2002,,,1 January 2002,[2002] SZSC 4,Leon JP,Tebbutt JA,Beck JA,SZAC_11_2001.rtf
2002,5,supreme court,Sophocleous v  Sophocleous ,14/2001,,,1 January 2002,[2002] SZSC 5,Leon JP,Tebbutt JA,Beck JA,SZAC_14_2001.rtf
2002,6,supreme court,Joncon v Barloworld Capital (Pty)Ltd,41/2001,,,29 May 2002,[2002] SZSC 6,Browde JA,Steyn JA,Zietsman JA,SZAC_41_2001.rtf
2002,7,supreme court,Dlamini v Rex,6/2002,,,7 June 2002,[2002] SZSC 7,Steyn JA,Browde JA,Zietsman JA,SZAC_6_2002a.rtf
2002,8,supreme court,Fakudze v Commissioner of Police,8/2002,,,7 June 2002,[2002] SZSC 8,Browde JA,Steyn JA,Zietsman JA,SZAC_8_2002b.rtf
2002,9,supreme court,Gamedze and Others v Rex,7/2002,,,7 June 2002,[2002] SZSC 9,Browde JA,Steyn JA,Zietsman JA,SZAC_GAMEDZE.rtf
2002,10,supreme court,Ginindza and Others v Mamba and Another,8/2002,,,7 June 2002,[2002] SZSC 10,Browde JA,Steyn JA,Zietsman JA,SZAC_8_2002c.rtf
2002,11,supreme court,Mabaso v First National Bank of Swaziland,2/2002,,,7 June 2002,[2002] SZSC 11,Browde JA,Steyn JA,Zietsman JA,SZAC_2_2002.rtf
2002,12,supreme court,Macu v Mango and Others,No case no,,,7 June 2002,[2002] SZSC 12,Browde JA,Steyn JA,Zietsman JA,SZAC_MACU.rtf
2002,13,supreme court,Magagula v Rex,46/00,,,7 June 2002,[2002] SZSC 13,Browde JA,Steyn JA,Zietsman JA,SZAC_46_2000.rtf
2002,14,supreme court,Malaza v Rex,16/2002,,,7 June 2002,[2002] SZSC 14,Browde JA,Steyn JA,Zietsman JA,SZAC_16_2002.rtf
2002,15,supreme court,Matse v Rex,38/2002,,,7 June 2002,[2002] SZSC 15,Browde JA,Steyn JA,Zietsman JA,SZAC_38_2002a.rtf
2002,16,supreme court,Mavimbela Others v King,17/2002,,,7 June 2002,[2002] SZSC 16,Leon JP,Tebbutt JA,Beck JA,SZAC_17_2002a.rtf
2002,17,supreme court,Mavuso v Rex,13/2002,,,7 June 2002,[2002] SZSC 17,Browde JA,Steyn JA,Zietsman JA,SZAC_13_2002.rtf
2002,18,supreme court,Mazibuko v Rex,37/2001,,,7 June 2002,[2002] SZSC 18,Leon JP,Tebbutt JA,Beck JA,SZAC_37_2001.rtf
2002,19,supreme court,Ndzinisa v Commissioner of Taxes and 2 Otehrs,15/2001,,,7 June 2002,[2002] SZSC 19,Browde JA,Steyn JA,Zietsman JA,SZAC_15_2001.rtf
2002,20,supreme court,"Nedbank (Swaziland)Ltd v Ntiwane, Mamba and Partners",4/00,,,7 June 2002,[2002] SZSC 20,Browde JA,Steyn JA,Zietsman JA,SZAC_4_2000.rtf
2002,21,supreme court,"Nedbank(Swaziland )Ltd v Ntiwane ,Mamba and Partners",4/00,,,7 June 2002,[2002] SZSC 21,Browde JA,Steyn JA,Zietsman JA,SZHC_4_2000.rtf
2002,22,supreme court,Ngcamphalala and Others v Rex,17/2002,,,7 June 2002,[2002] SZSC 22,Leon JP,Tebbutt JA,Beck JA,SZAC_17_2002.rtf
2002,23,supreme court,Shabalala v Swaziland Government,2618/95,,,7 June 2002,[2002] SZSC 23,Browde JA,Steyn JA,Zietsman JA,SZAC_2618_1995.rtf
2002,24,supreme court,Shabangu v Rex ,2/2002,,,7 June 2002,[2002] SZSC 24,Leon JP,Tebbutt JA,Beck JA,SZAC_2_2002a.rtf
2002,25,supreme court,"Standard Bank Swailand Ltd v Ntiwane, Mamba and Partners",No case no,,,7 June 2002,[2002] SZSC 25,Browde JA,Steyn JA,Zietsman JA,SZAC_NTIWANE MAMBA.rtf
2002,26,supreme court,Dlamini v Dlamini and Others,50/2001,,,10 June 2002,[2002] SZSC 26,Leon JP,Tebbutt JA,Beck JA,SZHC_50_2001.rtf
2002,27,supreme court,Dlamini v Umbutfo Swaziland Defence Force and Others,27/2001,,,10 June 2002,[2002] SZSC 27,Leon JP,Tebbutt JA,Beck JA,SZAC_27_2001.rtf
2002,28,supreme court,Masuku v Director of Public Prosecutions and Another,14/2002,,,10 June 2002,[2002] SZSC 28,Leon JP,Tebbutt JA,Beck JA,SZAC_14_2002.rtf
2002,29,supreme court,Minister for Home Affairs and Others v Fakudze and Others,6/2002,,,10 June 2002,[2002] SZSC 29,Browde JA,Steyn JA,Zietsman JA,SZAC_6_2002b.rtf
2002,30,supreme court,Thwala v MaANGENI T/A Mlangeni and Company,48/2001,,,10 June 2002,[2002] SZSC 30,Leon JP,Tebbutt JA,Beck JA,SZAC_48_2001.rtf
2002,31,supreme court,University of Swailand v President of the Industrial Court and Another,16/2002,,,10 June 2002,[2002] SZSC 31,Leon JP,Tebbutt JA,Beck JA,SZHC_16_2002.rtf
2002,32,supreme court,Bataria and 2 Otehrs v Rex,8/2002,,,7 July 2002,[2002] SZSC 32,Leon JP,Tebbutt JA,Beck JA,SZAC_8_2002.rtf
2002,33,supreme court,Savells Furnishers v Lukhele,7/2002,,,29 October 2002,[2002] SZSC 33,Sapire JP,Matsebula JA,Maphalala JA,SZIC_7_2002.rtf
2002,34,supreme court,Dlamini v Rex,29/2002,,,4 November 2002,[2002] SZSC 34,Browde JA,Beck JA,Zietsman JA,SZAC_29_2002.rtf
2002,35,supreme court,Sihlongonyane v King,26/2002,,,4 November 2002,[2002] SZSC 35,Browde JA,Beck JA,Zietsman JA,SZAC_26_2002.rtf
2002,36,supreme court,Dlamini and  Another v Rex,40/2002,,,15 November 2002,[2002] SZSC 36,Browde JA,Beck JA,Zietsman JA,SZAC_40_2002.rtf
2002,37,supreme court,Dlamini v King,38/2002,,,15 November 2002,[2002] SZSC 37,Browde JA,Beck JA,Zietsman JA,SZAC_38_2002.rtf
2002,38,supreme court,Dlamini v Rex,22/2002,,,15 November 2002,[2002] SZSC 38,Leon JP,Steyn JA,Tebbutt JA,SZAC_22_2002.rtf
2002,39,supreme court,Dlamini v Rex,25/2002,,,15 November 2002,[2002] SZSC 39,Leon JP,Steyn JA,Tebbutt JA,SZAC_25_2002.rtf
2002,40,supreme court,Magagula v Rex,24/2002,,,15 November 2002,[2002] SZSC 40,Browde JA,Beck JA,Zietsman JA,SZAC_24_2002.rtf
2002,41,supreme court,Magongo v Rex,31/2002,,,15 November 2002,[2002] SZSC 41,Browde JA,Beck JA,Zietsman JA,SZAC_31_2002.rtf
2002,42,supreme court,Matsebula v Rex,2/2002,,,15 November 2002,[2002] SZSC 42,Leon JP,Steyn JA,Tebbutt JA,SZAC_6_2002.rtf
2002,43,supreme court,Matsebula v Rex,6/2002,,,15 November 2002,[2002] SZSC 43,Leon JP,Steyn JA,Tebbutt JA,SZHC_6_2002.rtf
2002,44,supreme court,Ndwandwe v Rex,33/2002,,,15 November 2002,[2002] SZSC 44,Browde JA,Beck JA,Zietsman JA,SZAC_33_2002.rtf
2002,45,supreme court,Nyawo v King,18/00,,,15 November 2002,[2002] SZSC 45,Browde JA,Beck JA,Zietsman JA,SZAC_18_2000.rtf
2002,46,supreme court,Shabangu v Rex ,34/2002,,,15 November 2002,[2002] SZSC 46,Leon JP,Steyn JA,Tebbutt JA,SZAC_34_2002.rtf
2002,47,supreme court,Shangwe and Others v Rex,11/2002,,,15 November 2002,[2002] SZSC 47,Leon JP,Steyn JA,Tebbutt JA,SZAC_11_2002.rtf
2002,48,supreme court,Shongwe v King,15/2002,,,15 November 2002,[2002] SZSC 48,Leon JP,Steyn JA,Tebbutt JA,SZAC_15_2002.rtf
2002,49,supreme court,Sibandze v Rex,10/2002,,,15 November 2002,[2002] SZSC 49,Browde JA,Beck JA,Zietsman JA,SZAC_10_2002.rtf
2002,50,supreme court,Sibandze v rex,No case no,,,15 November 2002,[2002] SZSC 50,Browde JA,Beck JA,Zietsman JA,SZHC_10_2002a.rtf
2002,51,supreme court,Commissiner of Police and Another v Vilakati,23/2002,,,21 November 2002,[2002] SZSC 51,Browde JA,Beck JA,Zietsman JA,SZAC_23_2002.rtf
2002,52,supreme court,E.J.and H Property Management Consultants Swaziland Ltd v Compton,36/2001,,,21 November 2002,[2002] SZSC 52,Browde JA,Beck JA,Zietsman JA,SZAC_36_2001.rtf
2002,53,supreme court,Fynn and Anotehr v Nxumalo,17/2002,,,21 November 2002,[2002] SZSC 53,Browde JA,Beck JA,Zietsman JA,SZAC_17_2002c.rtf
2002,54,supreme court,Midi (Propriety)Ltd v A.A Farms Ltd,37/2002,,,21 November 2002,[2002] SZSC 54,Browde JA,Beck JA,Zietsman JA,SZAC_37_2002.rtf
2002,55,supreme court,Commissiner of Police and Others v Fakudze,38/2002,,,22 November 2002,[2002] SZSC 55,Browde JA,Beck JA,Zietsman JA,SZHC_38_2002.rtf
2002,56,supreme court,Kirk v Dunn,25/2002,,,22 November 2002,[2002] SZSC 56,Leon JP,Steyn JA,Tebbutt JA,SZAC_25_2002a.rtf
2002,57,supreme court,Mamba v De Sousa,28/2002,,,22 November 2002,[2002] SZSC 57,Leon JP,Steyn JA,Tebbutt JA,SZAC_28_2002.rtf
2002,58,supreme court,Mamba v Delavaal ,19/2002,,,22 November 2002,[2002] SZSC 58,Leon JP,Steyn JA,Tebbutt JA,SZAC_19_2002.rtf
2002,59,supreme court,Zondo v Commissioner of Police and Another,36/2002,,,22 November 2002,[2002] SZSC 59,Leon JP,Steyn JA,Tebbutt JA,SZAC_36_2002.rtf
2004,1,supreme court,Lukhele and Another v King,23/2004,,,1 January 2004,[2004] SZSC 1,Browde JA,Steyn JA,Tebbutt JA,SZAC_23_2004a.rtf
2004,2,supreme court,Lukhele v Rex,28/2004,,,14 March 2004,[2004] SZSC 2,Leon JP ,Zietsman JA,Steyn JA,SZAC_28_2004.rtf
2004,3,supreme court,Dlamini v Dlamini,46/2003,,,18 March 2004,[2004] SZSC 3,Steyn JA,Leon JP,Zietaman JA,SZHCA_46_2003.rtf
2004,4,supreme court,Manana v King,733/2004,,,10 November 2004,[2004] SZSC 4,Beck JA,Leon JA,Zietaman JA,SZAC_733_2004.rtf
2004,5,supreme court,Gama v King,3/2003,,,12 November 2004,[2004] SZSC 5,Leon JP,Beck JA,Zietaman JA,SZAC_3_2003.rtf
2004,6,supreme court,Nhleko v King,12/2004,,,12 November 2004,[2004] SZSC 6,Leon JP,Beck JA,Zietaman JA,SZAC_12_2004.rtf
2004,7,supreme court,Enyakatfo Investments (Pty)Ltd t/a Bemvelo Bottle Store v Metro Cash and Carry ,34/2004,,,16 November 2004,[2004] SZSC 7,Zietsman JA,Leon JA,Beck JA,SZAC_38_2002.rtf
2004,8,supreme court,Magagula v King,15/2004,,,17 November 2004,[2004] SZSC 8,Browde JA,Steyn JA,Tebbutt JA,SZAC_15_2004a.rtf
2004,9,supreme court,Khoza v King,25/2004,,,18 November 2004,[2004] SZSC 9,Browde JA,Steyn JA,Tebbutt JA,SZAC_25_2004.rtf
2004,10,supreme court,Mkhonta v King,27/2004,,,18 November 2004,[2004] SZSC 10,Tebbutt JA,Browde JA,Steyn JA,SZAC_27_2004.rtf
2004,11,supreme court,mkhwanazi and Others v King,18/2004,,,18 November 2004,[2004] SZSC 11,Browde JA,Steyn JA,Tebbutt JA,SZAC_18_2004.rtf
2004,12,supreme court,Zwane v King,3/2004,,,18 November 2004,[2004] SZSC 12,Browde JA,Tebbutt JA,Steyn JA,SZAC_3_2004.rtf
2004,13,supreme court,African Echo (Pty)Ltd v Minister of Finance and Others,46/2004,,,23 November 2004,[2004] SZSC 13,Leon JP,Beck JA,Zietaman JA,SZAC_46_2004.rtf
2004,14,supreme court,Dlamini v King,6/2003,,,23 November 2004,[2004] SZSC 14,Leon JP,Beck JA,Zietaman JA,SZCA_6_2003.rtf
2004,15,supreme court,Ginindza v Rex,20/2004,,,23 November 2004,[2004] SZSC 15,Zietsman JA,Leon JA,Beck JA,SZAC_20_2004.rtf
2004,16,supreme court,Khoza and Anotehr v Crown,13/2003,,,23 November 2004,[2004] SZSC 16,Zietsman JA,Leon JA,Beck JA,SZAC_14_2004.rtf
2004,17,supreme court,Makhabane v King,9/2004,,,23 November 2004,[2004] SZSC 17,Leon JP,Beck JA,Zietaman JA,SZAC_9_2004.rtf
2004,18,supreme court,Mazibuko v Rex,1/2004,,,23 November 2004,[2004] SZSC 18,Leon JP,Beck JA,Zietaman JA,SZAC_1_2004.rtf
2004,19,supreme court,Ndlangamandka v King,2/2003,,,23 November 2004,[2004] SZSC 19,Leon JP,Beck JA,Zietaman JA,SZAC_2_2003.rtf
2004,20,supreme court,Rex v Maseko ,7/2004,,,23 November 2004,[2004] SZSC 20,Leon JP,Steyn JA,Zietaman JA,SZAC_7_2004a.rtf
2004,21,supreme court,Shabalala and Another v King,32/2002,,,23 November 2004,[2004] SZSC 21,Leon JP,Back JA,Zietaman JA,SZAC_32_2002.rtf
2004,22,supreme court,Sibandze v King,10/2002,,,23 November 2004,[2004] SZSC 22,Browde JA,Steyn JA,Tebbutt JA,SZAC_10_2002.rtf
2004,23,supreme court,Macrea and Another v King,65/2001,,,25 November 2004,[2004] SZSC 23,Tebbutt JA,Browde JA,Steyn JA,SZAC_65_2001.rtf
2004,24,supreme court,Blignaut v King,1/2003,,,26 November 2004,[2004] SZSC 24,Leon JA,Beck JA,Zietaman JA,SZAC_1_2003.rtf
2004,25,supreme court,King v Ngubane,5/2004,,,29 November 2004,[2004] SZSC 25,Browde JA,Steyn JA,Tebbutt JA,SZCA_5_2004.rtf
